Month Number,ConsolidatedCIFSC,total_net_assets,total_gross_sales,total_redemptions,normalized_value,Ticker,Close,CloseNormalized,PercentMonthlyChange
71,Balanced - Tactical,41935288330.0,1140967780.0,532854340.0,1.608841133894826,SWAN,31.540090560913086,1.4980057048193105,0.007558659076953148
72,Balanced - Tactical,43193596760.0,659434990.0,444820270.0,1.657115950688261,SWAN,30.269378662109375,1.4376528764114953,-0.04028878409050845
73,Balanced - Tactical,42535434150.0,771408210.0,454843090.0,1.631865639508164,SWAN,30.009220123291016,1.4252965715190062,-0.008594776315776207
74,Balanced - Tactical,42524958610.0,1046199890.0,601493260.0,1.6314637469655604,SWAN,29.283340454101562,1.3908207071153158,-0.024188554924360634
76,Balanced - Tactical,41617076280.0,581423260.0,460728050.0,1.5966329756651194,SWAN,26.292518615722656,1.248770760640461,-0.08636680264714557
78,Balanced - Tactical,38331595900.0,438807660.0,511962600.0,1.4705860068604006,SWAN,24.8471622467041,1.1801231427109822,-0.04763586560792779
79,Balanced - Tactical,39958442260.0,451757720.0,431770230.0,1.5329997268257562,SWAN,26.136991500854492,1.241383955428959,0.05191052569077511
80,Balanced - Tactical,39258856370.0,441599180.0,392425080.0,1.506160217635611,SWAN,24.8804931640625,1.1817062042514466,-0.04807356411891987
81,Balanced - Tactical,37710801940.0,335671170.0,702641380.0,1.4467693384101454,SWAN,22.931072235107422,1.089117894556234,-0.07835137817006098
83,Balanced - Tactical,39781001130.0,470340420.0,660740610.0,1.526192224119627,SWAN,24.016864776611328,1.1406879247145756,0.04790915901483297
84,Balanced - Tactical,38570083510.0,388295380.0,520021780.0,1.4797355487419996,SWAN,22.751352310180664,1.0805820448480654,-0.05269265902113399
85,Balanced - Tactical,39990337460.0,512562670.0,542945320.0,1.534223381455957,SWAN,24.131567001342773,1.1461357399854712,0.060665171561889865
88,Balanced - Tactical,40664092020.0,425289600.0,414244890.0,1.5600718754915102,SWAN,24.38866424560547,1.1583466478094369,0.018169766944282115
89,Balanced - Tactical,39743175940.0,429304320.0,539391840.0,1.524741066300215,SWAN,23.982343673706055,1.1390483349680312,-0.01666022246268071
90,Balanced - Tactical,40242071610.0,423404730.0,537828150.0,1.5438811248852853,SWAN,24.313068389892578,1.1547562008226122,0.01379034179003639
93,Balanced - Tactical,39516484580.0,426808820.0,568876410.0,1.5160440858050157,SWAN,22.736997604370117,1.079900263952298,-0.06864273595891655
94,Balanced - Tactical,37874055230.0,380543150.0,615071640.0,1.4530325267332782,SWAN,22.177997589111328,1.053350396879643,-0.024585480677156234
95,Balanced - Tactical,39608889760.0,549712200.0,658855770.0,1.5195891968675432,SWAN,24.222095489501953,1.1504354166604387,0.0921678294975652
96,Balanced - Tactical,40578839330.0,501767580.0,556532650.0,1.5568011686498675,SWAN,25.488861083984375,1.2106008142054656,0.05229793578476512
97,Balanced - Tactical,40150422757.5,676906597.58,612430050.15,1.5403650302154228,SWAN,25.862627029418945,1.2283529356664626,0.014663893541693855
98,Balanced - Tactical,41383015827.91,831948057.5,646223620.9,1.5876532810418915,SWAN,26.43326759338379,1.2554556739598017,0.022064292359617432
99,Balanced - Tactical,42413373481.16,650585632.5,499659654.1,1.6271828000028012,SWAN,27.0039119720459,1.2825585934332886,0.021588113412241962
101,Balanced - Tactical,44486222096.53,767673563.0699999,627819301.16,1.7067073305247114,SWAN,26.771160125732422,1.2715039773118972,0.04604263616673665
102,Balanced - Tactical,45510586094.05,858831017.4300001,709703288.6,1.7460069037700947,SWAN,27.62814712524414,1.3122068222116352,0.03201157497421949
103,Balanced - Tactical,47152923130.4,781936863.5,454494169.15,1.8090149212423048,SWAN,28.530990600585938,1.3550876336667863,0.03267839393097986
105,Balanced - Tactical,46562382526.60999,592440707.0,498390073.33,1.7863589183281012,SWAN,29.81537437438965,1.4160898117239318,0.01944357725509321
1,Balanced - Canadian,152648776130.0,934291110.0,2313094020.0,1.0,XBAL.TO,15.964120864868164,1.0,
2,Balanced - Canadian,149933883930.0,1253347890.0,1926340020.0,0.9822147791234964,XBAL.TO,16.066965103149414,1.0064422112029718,0.006442211202971828
3,Balanced - Canadian,154380653360.0,1144260440.0,1710789100.0,1.0113455035402648,XBAL.TO,16.740583419799805,1.0486379777191728,0.041925672479263015
4,Balanced - Canadian,154573824900.0,1138624810.0,1605208690.0,1.0126109676002943,XBAL.TO,16.859045028686523,1.0560584683236642,0.007076313048122871
5,Balanced - Canadian,156538325420.0,1171860950.0,1557393080.0,1.0254803830637171,XBAL.TO,17.08260726928711,1.07006251167143,0.013260670472152094
6,Balanced - Canadian,156110099480.0,1206539530.0,1692010650.0,1.0226750809128808,XBAL.TO,17.28345489501953,1.0826437009165217,0.011757433895558007
7,Balanced - Canadian,159597756360.0,1173384930.0,1412566850.0,1.0455226724129256,XBAL.TO,17.621885299682617,1.1038431398037492,0.01958117787900204
8,Balanced - Canadian,159961801800.0,1259280090.0,1472150710.0,1.0479075290048314,XBAL.TO,17.676921844482422,1.1072906547195829,0.003123192772160192
9,Balanced - Canadian,160460407790.0,1331173610.0,1496493580.0,1.0511738898800431,XBAL.TO,17.67517852783203,1.1071814525489687,-9.86210532426365e-05
10,Balanced - Canadian,159950588420.0,1356358000.0,1497513620.0,1.047834070309097,XBAL.TO,17.422636032104492,1.0913620724612556,-0.014287974253265714
11,Balanced - Canadian,160189471920.0,1291042100.0,1806814830.0,1.049398992780513,XBAL.TO,17.531307220458984,1.0981692865430308,0.006237356284906889
13,Balanced - Canadian,161375687710.0,1701779760.0,1990460730.0,1.057169875849957,XBAL.TO,17.807640075683594,1.115478905880274,0.0020264125885931677
14,Balanced - Canadian,163681323510.0,1979141400.0,1633660630.0,1.0722740637671695,XBAL.TO,18.109798431396484,1.1344062466509044,0.01696790559718742
15,Balanced - Canadian,164411407320.0,1638660110.0,1864880400.0,1.0770568326075711,XBAL.TO,18.19062614440918,1.139469332410332,0.004463203349219305
17,Balanced - Canadian,164779041420.0,1353235580.0,1674314880.0,1.079465198461005,XBAL.TO,18.30117416381836,1.146394112067473,-0.0033413473873235297
19,Balanced - Canadian,160593750090.0,994412950.0,1417316140.0,1.0520474134246176,XBAL.TO,18.0863094329834,1.1329348848006708,-0.006148245442661933
20,Balanced - Canadian,160477227220.0,942424360.0,1527994310.0,1.0512840737310143,XBAL.TO,18.11432456970215,1.1346897660719848,0.0015489692257315763
21,Balanced - Canadian,161711117850.0,848781520.0,1523007860.0,1.0593672740113045,XBAL.TO,18.268295288085938,1.1443345639087783,0.008499942561552587
22,Balanced - Canadian,164475199930.0,989636400.0,1691891250.0,1.07747473710453,XBAL.TO,18.51495361328125,1.1597853568013656,0.01350198917335084
23,Balanced - Canadian,164461068870.0,1079986970.0,1824173330.0,1.0773821647278738,XBAL.TO,18.628650665283203,1.1669073933334344,0.006140822946507158
24,Balanced - Canadian,163005419130.0,965422580.0,1779866070.0,1.067846223615838,XBAL.TO,18.76772117614746,1.1756188351999457,0.007465409779970426
25,Balanced - Canadian,160558874770.0,1357502720.0,2619703650.0,1.0518189456904885,XBAL.TO,18.670608520507812,1.1695356530152403,-0.005174451108271591
26,Balanced - Canadian,156425910970.0,1295736910.0,2021503020.0,1.024743957572141,XBAL.TO,18.383010864257812,1.151520401271381,-0.015403764474741274
27,Balanced - Canadian,154226154450.0,954337940.0,1929183570.0,1.010333383339128,XBAL.TO,18.316041946411133,1.1473254369251726,-0.003642978744950193
